capture_id,sample_id,bmi323_x_G,bmi323_y_G,bmi323_z_G,adxl375_x_G,adxl375_y_G,adxl375_z_G
2,72,0.031258,0.027595,-0.997192,0.441000,0.245000,-1.323000
2,73,0.031746,0.026984,-0.995360,0.343000,0.392000,-1.421000
2,74,0.030037,0.026252,-0.998046,0.490000,0.294000,-1.421000
2,75,0.030403,0.027228,-0.999023,0.441000,0.343000,-1.372000
2,76,0.031380,0.028327,-0.997314,0.441000,0.343000,-1.274000
2,77,0.031380,0.027839,-0.997924,0.441000,0.294000,-1.421000
2,78,0.030891,0.027350,-0.996581,0.392000,0.392000,-1.323000
2,79,0.031868,0.027106,-0.996093,0.441000,0.294000,-1.372000
2,80,0.030525,0.027839,-0.998168,0.392000,0.343000,-1.372000
2,81,0.029915,0.026252,-0.994994,0.392000,0.343000,-1.470000
2,82,0.032234,0.025763,-0.996093,0.392000,0.294000,-1.421000
2,83,0.032479,0.028327,-0.996581,0.441000,0.343000,-1.421000
2,84,0.030525,0.027106,-0.996093,0.441000,0.343000,-1.421000
2,85,0.029548,0.026862,-0.998046,0.392000,0.294000,-1.323000
2,86,0.030525,0.027106,-0.996703,0.441000,0.294000,-1.372000
2,87,0.028816,0.026129,-0.998657,0.392000,0.392000,-1.470000
2,88,0.030403,0.027228,-0.995971,0.441000,0.343000,-1.421000
2,89,0.031624,0.027473,-0.996581,0.441000,0.392000,-1.421000
2,90,0.029792,0.027228,-0.995604,0.441000,0.392000,-1.372000
2,91,0.030647,0.026984,-0.998168,0.490000,0.294000,-1.274000
2,92,0.031868,0.026740,-0.996337,0.392000,0.343000,-1.372000
2,93,0.029915,0.028205,-0.996215,0.392000,0.343000,-1.421000
2,94,0.031502,0.027350,-0.996825,0.441000,0.343000,-1.372000
2,95,0.030037,0.026862,-0.995360,0.441000,0.245000,-1.519000
2,96,0.031258,0.028571,-0.996459,0.441000,0.343000,-1.372000
2,97,0.031136,0.027839,-0.996215,0.441000,0.392000,-1.421000
2,98,0.031013,0.026618,-0.997924,0.392000,0.343000,-1.470000
2,99,0.029548,0.026740,-0.993895,0.392000,0.343000,-1.323000
3,0,0.987546,0.119658,-0.005372,1.323000,0.490000,-0.392000
3,1,0.987790,0.118559,-0.005372,1.323000,0.441000,-0.343000
3,2,0.987057,0.117949,-0.004396,1.421000,0.392000,-0.343000
3,3,0.987668,0.119292,-0.005617,1.421000,0.441000,-0.343000
3,4,0.986935,0.118926,-0.005617,1.470000,0.392000,-0.343000
3,5,0.986691,0.117949,-0.005617,1.372000,0.392000,-0.294000
3,6,0.986935,0.118193,-0.005495,1.421000,0.441000,-0.343000
3,7,0.987057,0.118559,-0.005495,1.421000,0.392000,-0.392000
3,8,0.987546,0.119414,-0.004884,1.421000,0.392000,-0.294000
3,9,0.987424,0.116728,-0.002686,1.421000,0.392000,-0.343000
3,10,0.989133,0.119292,-0.005983,1.421000,0.490000,-0.392000
3,11,0.987790,0.117949,-0.004274,1.421000,0.441000,-0.343000
3,12,0.987668,0.118926,-0.003907,1.372000,0.539000,-0.294000
3,13,0.988889,0.118559,-0.002808,1.421000,0.539000,-0.294000
3,14,0.988034,0.118559,-0.003297,1.470000,0.490000,-0.294000
3,15,0.986691,0.117582,-0.002930,1.470000,0.490000,-0.343000
3,16,0.987057,0.119292,-0.005372,1.372000,0.441000,-0.343000
3,17,0.989011,0.119414,-0.005250,1.519000,0.392000,-0.245000
3,18,0.988523,0.118437,-0.004029,1.421000,0.441000,-0.343000
3,19,0.987668,0.117949,-0.003541,1.421000,0.343000,-0.343000
