magic,size,crc16,status_flags,time_boot_ms,ms5607_pressure_mbar,ms5607_temperature_c,bmi323_accel_x,bmi323_accel_y,bmi323_accel_z,bmi323_gyro_x,bmi323_gyro_y,bmi323_gyro_z,adxl375_accel_x,adxl375_accel_y,adxl375_accel_z,bm1422_magn_x,bm1422_magn_y,bm1422_magn_z,gps_lat,gps_lng,gps_alt,gps_speed,gps_course,gps_num_sats
"COREYMAY3",98,30232,0,9493395,901.700012,52.720001,0.112698,0.093407,0.991209,0.060976,-0.121951,0.000000,0.490000,0.294000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,18950,0,9493405,901.700012,52.720001,0.065568,0.036508,1.001343,-0.182927,-0.182927,-0.975610,0.588000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,49565,0,9493415,901.700012,52.720001,0.094750,0.059951,1.003175,-0.426829,-0.243902,-0.609756,0.588000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,2959,0,9493425,901.700012,52.720001,0.115140,0.045543,0.981074,-0.365854,-0.243902,0.609756,0.539000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,55107,0,9493435,901.690002,52.720001,0.078877,0.059219,0.998413,-0.060976,-0.121951,0.548781,0.588000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,62128,0,9493445,901.690002,52.720001,0.094383,0.086813,0.981563,0.000000,-0.121951,-0.182927,0.588000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,48985,0,9493455,901.690002,52.720001,0.089744,0.060806,1.005128,-0.182927,-0.182927,-0.792683,0.588000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,18676,0,9493465,901.690002,52.720001,0.108181,0.064591,1.006838,-0.426829,-0.304878,-0.487805,0.588000,0.343000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,64468,0,9493475,901.679993,52.720001,0.072527,0.026740,0.985958,-0.365854,-0.243902,0.914634,0.588000,0.294000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,59645,0,9493485,901.679993,52.720001,0.090965,0.071306,1.000488,-0.182927,-0.182927,1.036585,0.490000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,45973,0,9493495,901.679993,52.720001,0.124420,0.082418,0.995604,-0.060976,-0.121951,-0.121951,0.539000,0.294000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,16855,0,9493505,901.679993,52.720001,0.059829,0.049206,0.985104,-0.182927,-0.121951,-0.731707,0.441000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,34648,0,9493515,901.669983,52.720001,0.125153,0.076190,1.006838,-0.426829,-0.365854,-0.426829,0.539000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,25758,0,9493525,901.669983,52.720001,0.061050,0.025885,1.000855,-0.487805,-0.304878,1.158537,0.588000,0.392000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,3960,0,9493535,901.669983,52.720001,0.100244,0.047131,0.972772,-0.243902,-0.182927,2.012195,0.490000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,11750,0,9493545,901.669983,52.720001,0.136630,0.081929,1.019536,0.000000,-0.121951,1.402439,0.588000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,41211,0,9493555,901.679993,52.720001,0.095360,0.055311,0.988523,-0.060976,-0.060976,0.365854,0.539000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,12295,0,9493565,901.679993,52.720001,0.081319,0.063370,0.979976,-0.304878,-0.243902,-0.182927,0.490000,0.343000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,47920,0,9493575,901.679993,52.720001,0.099267,0.039927,1.011844,-0.426829,-0.304878,0.426829,0.539000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,15846,0,9493585,901.679993,52.720001,0.134799,0.049084,0.978144,-0.304878,-0.243902,0.853659,0.441000,0.392000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,26632,0,9493595,901.659973,52.720001,0.075458,0.035653,1.001832,-0.121951,-0.121951,0.365854,0.637000,0.392000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,3745,0,9493605,901.659973,52.720001,0.110012,0.093773,0.991209,-0.060976,-0.060976,-0.243902,0.441000,0.343000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,26750,0,9493615,901.659973,52.720001,0.095360,0.034066,1.003297,-0.182927,-0.121951,-0.914634,0.441000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,40479,0,9493625,901.659973,52.720001,0.078144,0.049939,1.001587,-0.365854,-0.182927,-0.182927,0.588000,0.245000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,61334,0,9493635,901.640015,52.720001,0.121245,0.044444,0.985592,-0.243902,-0.243902,0.975610,0.588000,0.392000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,12265,0,9493645,901.640015,52.720001,0.091453,0.033089,1.007814,-0.060976,-0.121951,0.731707,0.539000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,57514,0,9493655,901.640015,52.720001,0.098046,0.089011,0.985348,0.060976,-0.060976,0.426829,0.588000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,26196,0,9493665,901.640015,52.720001,0.115385,0.029915,1.002198,0.000000,-0.121951,-0.365854,0.490000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,42953,0,9493675,901.659973,52.720001,0.100977,0.062882,1.009402,-0.243902,-0.121951,-0.670732,0.539000,0.245000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,785,0,9493685,901.659973,52.720001,0.079609,0.044078,0.967766,-0.304878,-0.121951,0.365854,0.539000,0.245000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,12506,0,9493695,901.659973,52.720001,0.105495,0.024176,1.008791,-0.060976,-0.060976,0.792683,0.539000,0.245000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,2683,0,9493705,901.659973,52.720001,0.137363,0.091941,1.004396,0.182927,0.000000,0.975610,0.686000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,50610,0,9493715,901.659973,52.720001,0.073748,0.030769,0.984493,0.121951,0.060976,0.060976,0.490000,0.392000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,26114,0,9493725,901.659973,52.720001,0.100611,0.070085,0.998413,-0.121951,0.000000,-1.158537,0.539000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,21569,0,9493735,901.659973,52.720001,0.088034,0.048596,0.991819,-0.243902,-0.060976,-1.219512,0.441000,0.343000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,19114,0,9493745,901.659973,52.720001,0.101709,0.029060,0.987912,-0.121951,-0.121951,-0.731707,0.735000,0.245000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,5100,0,9493755,901.609985,52.720001,0.108791,0.079731,0.992186,0.121951,0.000000,0.121951,0.539000,0.343000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,15732,0,9493765,901.609985,52.720001,0.105128,0.070452,0.989133,0.182927,0.000000,0.487805,0.637000,0.294000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,14825,0,9493775,901.609985,52.720001,0.098291,0.079243,1.007936,0.060976,0.000000,-0.609756,0.490000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,8435,0,9493785,901.609985,52.720001,0.086447,0.027717,0.990720,-0.182927,0.000000,-0.670732,0.539000,0.441000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,384,0,9493795,901.580017,52.720001,0.110379,0.055189,0.994139,-0.182927,0.060976,0.121951,0.588000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,49604,0,9493805,901.580017,52.720001,0.078022,0.066178,0.996581,0.121951,0.060976,0.548781,0.588000,0.392000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,36507,0,9493815,901.580017,52.720001,0.092552,0.052503,0.977411,0.243902,0.060976,1.097561,0.539000,0.343000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,22011,0,9493825,901.580017,52.720001,0.121245,0.097436,1.006471,0.000000,0.000000,-0.304878,0.490000,0.294000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,1366,0,9493835,901.570007,52.709999,0.086935,0.011844,1.007326,-0.243902,-0.060976,-1.341463,0.490000,0.294000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,56830,0,9493845,901.570007,52.709999,0.066911,0.044567,0.981074,-0.243902,0.060976,-0.670732,0.588000,0.245000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,13623,0,9493855,901.570007,52.709999,0.116728,0.076923,1.002564,0.000000,0.060976,0.182927,0.539000,0.294000,0.441000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,33683,0,9493865,901.570007,52.709999,0.094017,0.047863,0.989255,0.243902,0.182927,0.792683,0.539000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,29478,0,9493875,901.630005,52.709999,0.086691,0.088034,0.991697,0.121951,0.060976,-0.304878,0.539000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,14703,0,9493885,901.630005,52.709999,0.110745,0.062271,1.008547,-0.182927,-0.121951,-1.768293,0.539000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,21766,0,9493895,901.630005,52.709999,0.045177,0.050061,0.987179,-0.365854,-0.060976,-1.585366,0.637000,0.196000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,44707,0,9493905,901.630005,52.709999,0.118315,0.050672,0.987790,-0.243902,-0.060976,-0.121951,0.441000,0.343000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,58118,0,9493915,901.640015,52.709999,0.094383,0.087057,1.006716,0.121951,0.121951,0.975610,0.539000,0.343000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,52227,0,9493925,901.640015,52.709999,0.102930,0.078266,0.981563,0.121951,0.121951,0.487805,0.539000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,56476,0,9493935,901.640015,52.709999,0.078632,0.078632,0.997680,-0.182927,0.060976,-0.487805,0.588000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,3385,0,9493945,901.640015,52.709999,0.097192,0.052137,1.006105,-0.426829,-0.060976,-0.487805,0.588000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,50976,0,9493955,901.609985,52.709999,0.097924,0.027839,0.983639,-0.426829,-0.121951,0.853659,0.637000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,6738,0,9493965,901.609985,52.709999,0.075458,0.061538,0.998168,-0.121951,0.000000,1.463415,0.490000,0.294000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,60942,0,9493975,901.609985,52.709999,0.115263,0.080098,0.987424,0.060976,0.060976,0.365854,0.588000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,20876,0,9493985,901.609985,52.709999,0.066911,0.052747,1.009280,-0.121951,0.000000,-1.463415,0.441000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,25786,0,9493995,901.609985,52.709999,0.092674,0.049939,1.000733,-0.365854,-0.121951,-1.585366,0.637000,0.392000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,34445,0,9494005,901.609985,52.709999,0.077411,0.039072,0.987424,-0.487805,-0.182927,0.243902,0.588000,0.343000,0.441000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,35485,0,9494015,901.609985,52.709999,0.090110,0.046886,1.009524,-0.243902,-0.182927,1.463415,0.539000,0.343000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,13999,0,9494025,901.609985,52.709999,0.119170,0.084005,0.988645,0.000000,-0.121951,0.853659,0.539000,0.392000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,34940,0,9494035,901.609985,52.709999,0.055922,0.057265,1.005494,0.000000,0.000000,-1.219512,0.490000,0.392000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,57014,0,9494045,901.609985,52.709999,0.112454,0.033944,1.005372,-0.365854,-0.121951,-2.134146,0.588000,0.343000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,55396,0,9494055,901.609985,52.709999,0.066422,0.098779,0.978755,-0.548781,-0.243902,-0.548781,0.539000,0.343000,0.441000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,37558,0,9494065,901.609985,52.709999,0.066911,-0.007692,0.997558,-0.487805,-0.304878,1.158537,0.588000,0.392000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,37037,0,9494075,901.669983,52.709999,0.151282,0.100488,0.993529,-0.182927,-0.243902,1.280488,0.588000,0.343000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,12775,0,9494085,901.669983,52.709999,0.078022,0.036630,0.997314,-0.060976,-0.121951,-0.121951,0.441000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,13918,0,9494095,901.669983,52.709999,0.087057,0.057875,0.989866,-0.121951,-0.121951,-1.097561,0.588000,0.343000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,23561,0,9494105,901.669983,52.709999,0.068987,0.064103,1.003419,-0.365854,-0.182927,-0.121951,0.441000,0.294000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,60874,0,9494115,901.619995,52.709999,0.109035,0.030647,0.996337,-0.365854,-0.243902,1.341463,0.539000,0.294000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,50805,0,9494125,901.619995,52.709999,0.099145,0.066911,0.978877,-0.243902,-0.243902,1.524390,0.588000,0.343000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,33924,0,9494135,901.619995,52.709999,0.107448,0.068864,1.002564,-0.121951,-0.304878,0.121951,0.637000,0.343000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,47067,0,9494145,901.619995,52.709999,0.104029,0.073748,1.013065,-0.121951,-0.365854,-1.158537,0.637000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,3567,0,9494155,901.650024,52.709999,0.036264,0.034921,0.979365,-0.365854,-0.304878,-0.121951,0.588000,0.294000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,35961,0,9494165,901.650024,52.709999,0.149328,0.041270,1.001587,-0.304878,-0.304878,1.524390,0.539000,0.392000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,1842,0,9494175,901.650024,52.709999,0.093773,0.070452,1.008913,-0.060976,-0.182927,1.951220,0.588000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,23471,0,9494185,901.650024,52.709999,0.092308,0.047131,0.962637,0.060976,-0.182927,0.670732,0.588000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,20783,0,9494195,901.679993,52.709999,0.121978,0.087424,1.015873,0.000000,-0.304878,-1.036585,0.637000,0.392000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,28410,0,9494205,901.679993,52.709999,0.086813,0.028816,1.006960,-0.365854,-0.304878,-1.402439,0.686000,0.245000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,27597,0,9494215,901.679993,52.709999,0.086447,0.025763,0.968498,-0.487805,-0.304878,-0.182927,0.637000,0.294000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,29286,0,9494225,901.679993,52.709999,0.106227,0.062393,1.011966,-0.304878,-0.243902,0.365854,0.490000,0.441000,0.539000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,57113,0,9494235,901.669983,52.709999,0.149695,0.077778,0.989621,0.000000,-0.121951,-0.365854,0.637000,0.343000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,20454,0,9494245,901.669983,52.709999,0.059829,0.064469,0.992918,0.000000,-0.121951,-1.402439,0.539000,0.294000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,59567,0,9494255,901.669983,52.709999,0.102320,0.052137,0.996581,-0.243902,-0.182927,-1.402439,0.637000,0.441000,0.490000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,669,0,9494265,901.669983,52.709999,0.106349,0.034799,1.000610,-0.426829,-0.243902,-0.121951,0.539000,0.343000,0.686000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,27959,0,9494275,901.650024,52.709999,0.092186,0.044567,0.988523,-0.304878,-0.121951,0.487805,0.539000,0.343000,0.637000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,5302,0,9494285,901.650024,52.709999,0.119780,0.054945,0.992552,-0.060976,-0.060976,0.121951,0.686000,0.343000,0.735000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,49950,0,9494295,901.650024,52.709999,0.107814,0.054579,1.010989,0.060976,-0.060976,-1.463415,0.490000,0.294000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,44064,0,9494305,901.650024,52.709999,0.078632,0.033700,1.002564,-0.121951,-0.060976,-2.804878,0.490000,0.196000,0.784000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,56464,0,9494315,901.630005,52.709999,0.054701,0.018559,1.027106,-0.426829,-0.121951,-1.890244,0.343000,0.343000,0.588000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,52153,0,9494325,901.630005,52.709999,0.154945,-0.001343,0.915507,-0.426829,0.000000,-1.463415,0.686000,0.147000,0.441000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,22405,0,9494335,901.630005,52.709999,0.077411,0.036508,1.069719,-0.121951,-0.060976,-2.256098,0.735000,0.294000,0.980000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,19547,0,9494345,901.630005,52.709999,0.066789,0.000977,1.162637,0.060976,-0.060976,-3.841463,0.441000,0.098000,1.274000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,29861,0,9494355,901.869995,52.709999,-0.016972,0.040659,2.039194,0.731707,0.243902,-5.731707,0.539000,0.098000,3.430000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,55525,0,9494365,901.869995,52.709999,0.148352,0.065446,3.397436,1.341463,0.670732,-4.817073,1.274000,1.078000,3.920000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,17876,0,9494375,901.869995,52.709999,0.341880,0.124176,3.808669,2.195122,0.975610,-0.731707,0.686000,0.441000,4.753000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,14118,0,9494385,901.869995,52.709999,0.238828,0.365690,3.687668,2.378049,0.487805,7.987805,0.245000,1.274000,3.381000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,33144,0,9494395,901.859985,52.709999,0.184860,0.046520,3.884737,1.951220,0.365854,16.219513,1.078000,0.539000,4.067000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,56138,0,9494405,901.859985,52.709999,0.154457,0.128694,3.921123,2.073171,0.609756,19.451220,1.029000,1.029000,4.361000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,32358,0,9494415,901.859985,52.709999,0.155433,0.056166,3.997192,2.073171,0.365854,21.036585,-0.245000,0.637000,6.027000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,41905,0,9494425,901.859985,52.709999,0.142369,0.144200,3.971673,1.097561,0.548781,23.658537,-0.245000,0.637000,6.027000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,48436,0,9494435,901.590027,52.709999,0.085836,0.038828,3.984005,0.487805,1.036585,29.390244,0.392000,0.833000,5.782000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,18142,0,9494445,901.590027,52.709999,0.209158,0.112088,3.995849,1.280488,0.121951,36.219513,0.637000,0.980000,5.390000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,49792,0,9494455,901.590027,52.709999,0.179609,0.102320,3.973504,1.585366,-0.365854,39.512196,0.735000,-0.588000,6.419000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,62889,0,9494465,901.590027,52.709999,0.157387,0.078877,3.990965,1.890244,-1.280488,40.487804,0.833000,0.049000,6.909000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,41033,0,9494475,901.719971,52.709999,0.230281,0.132357,3.963126,1.768293,-1.707317,41.097561,0.980000,0.686000,4.753000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,61,0,9494485,901.719971,52.709999,0.089499,0.025153,3.997680,2.134146,-1.097561,41.280487,0.441000,1.274000,4.361000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,54927,0,9494495,901.719971,52.709999,0.252991,0.134676,4.000854,1.585366,-0.975610,41.646343,0.637000,0.000000,6.125000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,6460,0,9494505,901.719971,52.709999,0.174969,0.113065,4.000854,2.073171,-0.670732,42.560974,0.784000,1.176000,4.655000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,64463,0,9494515,901.679993,52.709999,0.142613,0.072161,3.978755,2.378049,-1.829268,43.902439,1.127000,-0.490000,6.125000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,31007,0,9494525,901.679993,52.709999,0.242002,0.130037,3.995971,1.951220,-1.219512,44.268291,1.029000,0.588000,5.292000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,4123,0,9494535,901.679993,52.709999,0.102076,0.049695,4.000854,2.073171,-1.280488,45.548782,0.588000,0.735000,5.684000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,34481,0,9494545,901.679993,52.709999,0.190476,0.105983,4.000610,2.256098,-1.402439,50.060974,0.882000,0.245000,6.468000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
"COREYMAY3",98,12591,0,9494555,901.599976,52.709999,0.183028,0.068132,4.000854,2.682927,-1.341463,56.219513,0.686000,0.098000,5.880000,0.000000,0.000000,0.000000,31.0473175,-103.5266418,884.880,0.000,6070,21
